53.599468,9.933363
53.599467,9.933367
53.599465,9.933370
53.599463,9.933373
53.599463,9.933375
53.599462,9.933377
53.599462,9.933377
53.599460,9.933378
53.599460,9.933378
53.599460,9.933378
53.599462,9.933380
53.599463,9.933380
53.599465,9.933380
53.599465,9.933380
53.599467,9.933380
53.599468,9.933382
53.599468,9.933382
53.599468,9.933382
53.599468,9.933382
53.599468,9.933380
53.599467,9.933380
53.599467,9.933380
53.599465,9.933380
53.599465,9.933380
53.599463,9.933380
53.599462,9.933380
53.599462,9.933380
53.599460,9.933378
53.599460,9.933378
53.599458,9.933378
53.599457,9.933378
53.599457,9.933377
53.599455,9.933377
53.599453,9.933377
53.599453,9.933377
53.599453,9.933377
53.599452,9.933375
53.599452,9.933375
53.599452,9.933375
53.599452,9.933375
53.599452,9.933373
53.599452,9.933373
53.599452,9.933373
53.599452,9.933372
53.599452,9.933372
53.599450,9.933372
53.599450,9.933372
53.599450,9.933372
53.599450,9.933373
53.599452,9.933373
53.599452,9.933373
53.599452,9.933373
53.599453,9.933373
53.599453,9.933372
53.599453,9.933372
53.599453,9.933372
53.599452,9.933372
53.599452,9.933372
53.599452,9.933370
53.599452,9.933370
53.599450,9.933368
53.599448,9.933367
53.599448,9.933365
53.599447,9.933365
53.599447,9.933363
53.599445,9.933362
53.599445,9.933362
53.599443,9.933360
53.599442,9.933358
53.599440,9.933357
53.599438,9.933355
53.599437,9.933353
53.599435,9.933352
53.599435,9.933352
53.599433,9.933350
53.599433,9.933348
53.599433,9.933347
53.599432,9.933347
53.599430,9.933347
53.599430,9.933345
53.599428,9.933345
53.599427,9.933345
53.599425,9.933345
53.599423,9.933345
53.599423,9.933345
53.599422,9.933345
53.599420,9.933345
53.599418,9.933345
53.599417,9.933345
53.599415,9.933345
53.599413,9.933345
53.599412,9.933345
53.599410,9.933345
53.599408,9.933345
53.599407,9.933343
53.599407,9.933343
53.599405,9.933343
53.599405,9.933342
53.599403,9.933342
53.599403,9.933343
53.599402,9.933343
53.599400,9.933343
53.599400,9.933343
53.599398,9.933343
53.599398,9.933343
53.599397,9.933345
53.599395,9.933345
53.599393,9.933345
53.599393,9.933345
53.599392,9.933345
53.599390,9.933345
53.599388,9.933345
53.599388,9.933345
53.599387,9.933345
53.599385,9.933345
53.599385,9.933347
53.599383,9.933347
53.599382,9.933347
53.599380,9.933347
53.599380,9.933345
53.599378,9.933345
53.599377,9.933343
53.599377,9.933343
53.599375,9.933342
53.599373,9.933342
53.599373,9.933342
53.599372,9.933342
53.599370,9.933340
53.599368,9.933340
53.599368,9.933340
53.599368,9.933337
53.599368,9.933335
53.599367,9.933335
53.599365,9.933333
53.599365,9.933333
53.599363,9.933333
53.599362,9.933332
53.599360,9.933332
53.599360,9.933330
53.599358,9.933330
53.599357,9.933328
53.599355,9.933328
53.599353,9.933327
